feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.chem_mordred_nHRing,38.90677,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n3HRing,31.19882,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5HRing,45.54064,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6HRing,38.96692,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7HRing,48.11131,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_naRing,32.72038,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5aRing,39.98443,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6aRing,43.01412,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_naHRing,38.90531,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5aHRing,39.7478,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6aHRing,0.84396,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nARing,37.2734,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n3ARing,17.79246,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n4ARing,1.50477,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5ARing,29.07285,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6ARing,50.42033,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7ARing,48.77547,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nAHRing,31.90313,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n3AHRing,31.19882,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n5AHRing,30.77131,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n6AHRing,37.68973,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7AHRing,48.11131,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFRing,47.20112,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7FRing,42.84949,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FRing,38.06881,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n10FRing,46.81238,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n12FRing,57.0515,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FRing,43.95174,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFHRing,38.86027,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FHRing,1.06726,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n10FHRing,23.49645,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n12FHRing,47.13742,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FHRing,25.57223,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFaRing,22.49504,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FaRing,1.54858,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n10FaRing,1.78662,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FaRing,3.03861,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFaHRing,29.80778,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FaHRing,1.54858,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n10FaHRing,0.89985,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FaHRing,33.03227,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFARing,44.51033,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n7FARing,42.84949,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FARing,55.80693,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n10FARing,61.29749,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n12FARing,57.0515,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FARing,45.24509,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nFAHRing,44.87077,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n9FAHRing,26.30975,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_n12FAHRing,47.13742,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nG12FAHRing,36.06724,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_nRot,34.36911,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_WPol,19.45581,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ABC,58.21567,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ABCGG,55.42381,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0dv,83.6192,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1dv,71.12266,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2dv,86.47245,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3dv,69.30004,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4dv,79.19742,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5dv,9.25866,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6dv,51.79581,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7dv,6.16713,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8dv,85.46248,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0d,56.51113,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1d,59.30599,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2d,55.20335,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3d,67.82884,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4d,68.95847,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5d,68.09301,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6d,64.16397,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7d,53.58112,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8d,64.03434,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0Z,82.21727,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1Z,49.22254,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2Z,58.84604,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3Z,53.88054,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4Z,67.66601,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5Z,9.50024,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6Z,39.63466,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7Z,58.16923,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8Z,72.59749,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0m,90.19381,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1m,51.33969,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2m,60.09507,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3m,56.83412,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4m,73.35415,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5m,30.75628,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6m,3.59531,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7m,68.55762,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8m,74.1745,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0v,45.88491,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1v,52.49926,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2v,56.07923,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3v,56.53614,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4v,62.6909,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5v,65.67342,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6v,55.82573,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7v,41.3193,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8v,62.81998,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0pe,72.39032,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1pe,68.64866,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2pe,73.70036,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3pe,73.05918,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4pe,66.63149,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5pe,79.98642,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6pe,73.7973,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7pe,67.73532,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8pe,65.83678,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0p,83.73327,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1p,50.40945,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2p,57.31987,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3p,59.5611,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4p,63.43924,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5p,66.6303,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6p,61.26846,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7p,3.13557,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8p,52.50364,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS0i,75.49689,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS1i,70.58127,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS2i,78.43407,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS3i,78.22801,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS4i,70.00422,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS5i,85.04258,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS6i,82.57053,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS7i,70.41538,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_ATS8i,66.90591,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.chem_mordred_AATS0dv,118.9047,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,Mordred,molar,occurrence,none,1000,trainvalid
